!Keysight Technologies,E4990A,MY54302532,A.03.02
!Date: Wed May 07 10:40:02 2025

BEGIN CH1_DATA
Frequency(Hz), R(Ohm)-data, X(Ohm)-data
+1.48774266000e+005, +2.73784057334e+001, -3.95846008572e+002
+1.48967746000e+005, +2.72427736564e+001, -3.95477068735e+002
+1.49161478000e+005, +2.71641455862e+001, -3.95052762387e+002
+1.49355462000e+005, +2.70661974558e+001, -3.94740601803e+002
+1.49549698000e+005, +2.69294809125e+001, -3.94380112684e+002
+1.49744187000e+005, +2.66920955958e+001, -3.93986662156e+002
+1.49938929000e+005, +2.64463553608e+001, -3.93544794703e+002
+1.50133924000e+005, +2.62216047930e+001, -3.92973506766e+002
+1.50329172000e+005, +2.60297442986e+001, -3.92361530380e+002
+1.50524675000e+005, +2.59232428480e+001, -3.91815245712e+002
+1.50720431000e+005, +2.57390253324e+001, -3.91244529674e+002
+1.50916443000e+005, +2.55962764021e+001, -3.90601766617e+002
+1.51112709000e+005, +2.54670190569e+001, -3.89951343146e+002
+1.51309230000e+005, +2.54323244492e+001, -3.89365111844e+002
+1.51506007000e+005, +2.53198314366e+001, -3.88804935113e+002
+1.51703040000e+005, +2.51913061805e+001, -3.88276723182e+002
+1.51900330000e+005, +2.51236196820e+001, -3.87687460446e+002
+1.52097875000e+005, +2.50243555904e+001, -3.87226025214e+002
+1.52295678000e+005, +2.48636342312e+001, -3.86761697497e+002
+1.52493738000e+005, +2.46131740111e+001, -3.86245875624e+002
+1.52692055000e+005, +2.44046737465e+001, -3.85640272263e+002
+1.52890631000e+005, +2.41733312640e+001, -3.84974599144e+002
+1.53089464000e+005, +2.40546618715e+001, -3.84288795752e+002
+1.53288557000e+005, +2.39255165797e+001, -3.83659086580e+002
+1.53487908000e+005, +2.37539939028e+001, -3.83053591959e+002
+1.53687518000e+005, +2.36191822489e+001, -3.82338153640e+002
+1.53887388000e+005, +2.34853767647e+001, -3.81710193153e+002
+1.54087518000e+005, +2.34191682600e+001, -3.81045788414e+002
+1.54287908000e+005, +2.33039135391e+001, -3.80399979898e+002
+1.54488559000e+005, +2.31882860092e+001, -3.79851416195e+002
+1.54689471000e+005, +2.30026029889e+001, -3.79271688488e+002
+1.54890644000e+005, +2.27921503457e+001, -3.78750037834e+002
+1.55092078000e+005, +2.25185704891e+001, -3.78142591621e+002
+1.55293775000e+005, +2.22830176278e+001, -3.77419463905e+002
+1.55495734000e+005, +2.21137591180e+001, -3.76693942368e+002
+1.55697955000e+005, +2.19450376960e+001, -3.75982012684e+002
+1.55900440000e+005, +2.17639753511e+001, -3.75227089065e+002
+1.56103188000e+005, +2.16227950691e+001, -3.74488654530e+002
+1.56306199000e+005, +2.14976507507e+001, -3.73749524288e+002
+1.56509475000e+005, +2.13836311427e+001, -3.73044197441e+002
+1.56713015000e+005, +2.12313381185e+001, -3.72320345478e+002
+1.56916820000e+005, +2.10666605541e+001, -3.71565788650e+002
+1.57120889000e+005, +2.09382400968e+001, -3.70775860564e+002
+1.57325224000e+005, +2.08587851838e+001, -3.70011259056e+002
+1.57529825000e+005, +2.08031392337e+001, -3.69198942628e+002
+1.57734692000e+005, +2.06608648945e+001, -3.68426035695e+002
+1.57939825000e+005, +2.05750567054e+001, -3.67640366424e+002
+1.58145225000e+005, +2.05166707025e+001, -3.66877284403e+002
+1.58350893000e+005, +2.04817511321e+001, -3.66070773736e+002
+1.58556827000e+005, +2.04144065133e+001, -3.65301944767e+002
+1.58763030000e+005, +2.03620667772e+001, -3.64535627123e+002
+1.58969500000e+005, +2.03549539952e+001, -3.63710837066e+002
+1.59176240000e+005, +2.03306387312e+001, -3.62940121770e+002
+1.59383248000e+005, +2.02828124796e+001, -3.62165606491e+002
+1.59590525000e+005, +2.02975549311e+001, -3.61370770148e+002
+1.59798072000e+005, +2.02713676625e+001, -3.60561327324e+002
+1.60005889000e+005, +2.02745069121e+001, -3.59757880882e+002
+1.60213976000e+005, +2.02669225957e+001, -3.58945235411e+002
+1.60422333000e+005, +2.03365455405e+001, -3.58113325488e+002
+1.60630962000e+005, +2.03828905899e+001, -3.57261682109e+002
+1.60839862000e+005, +2.05011176934e+001, -3.56467497574e+002
+1.61049033000e+005, +2.05883576907e+001, -3.55697331015e+002
+1.61258477000e+005, +2.07297730770e+001, -3.54897714943e+002
+1.61468193000e+005, +2.08820924966e+001, -3.54107654035e+002
+1.61678182000e+005, +2.10581171950e+001, -3.53378786850e+002
+1.61888443000e+005, +2.12175819348e+001, -3.52733893306e+002
+1.62098979000e+005, +2.13174349046e+001, -3.52093458200e+002
+1.62309788000e+005, +2.13521972789e+001, -3.51515143424e+002
+1.62520871000e+005, +2.13556890052e+001, -3.50850702477e+002
+1.62732229000e+005, +2.12856382433e+001, -3.50126049044e+002
+1.62943861000e+005, +2.13630238973e+001, -3.49326885058e+002
+1.63155769000e+005, +2.14595679176e+001, -3.48647526729e+002
+1.63367952000e+005, +2.14186610049e+001, -3.47971651408e+002
+1.63580412000e+005, +2.11328240814e+001, -3.47158342268e+002
+1.63793147000e+005, +2.12464775293e+001, -3.46329557984e+002
+1.64006160000e+005, +2.14793082238e+001, -3.45666091152e+002
+1.64219449000e+005, +2.15940807302e+001, -3.45040589053e+002
+1.64433016000e+005, +2.17196468433e+001, -3.44376070164e+002
+1.64646860000e+005, +2.18521389097e+001, -3.43802570413e+002
+1.64860983000e+005, +2.19670595530e+001, -3.43285363595e+002
+1.65075384000e+005, +2.20585916329e+001, -3.42829439024e+002
+1.65290064000e+005, +2.21001612504e+001, -3.42366784187e+002
+1.65505023000e+005, +2.21758702405e+001, -3.41854717290e+002
+1.65720261000e+005, +2.19512967332e+001, -3.41347094499e+002
+1.65935780000e+005, +2.16541759674e+001, -3.40701152713e+002
+1.66151579000e+005, +2.13519395390e+001, -3.39950778880e+002
+1.66367658000e+005, +2.11405618617e+001, -3.39105727449e+002
+1.66584018000e+005, +2.09108618261e+001, -3.38205410818e+002
+1.66800660000e+005, +2.08195069081e+001, -3.37237502986e+002
+1.67017584000e+005, +2.07569593282e+001, -3.36291408443e+002
+1.67234790000e+005, +2.06662578837e+001, -3.35344575185e+002
+1.67452278000e+005, +2.07708510959e+001, -3.34394224503e+002
+1.67670049000e+005, +2.08804858456e+001, -3.33473740372e+002
+1.67888103000e+005, +2.09711704036e+001, -3.32514412752e+002
+1.68106441000e+005, +2.11261204961e+001, -3.31592551525e+002
+1.68325062000e+005, +2.13744923825e+001, -3.30661465500e+002
+1.68543968000e+005, +2.17329333481e+001, -3.29877623111e+002
+1.68763159000e+005, +2.20213261738e+001, -3.29192149460e+002
+1.68982635000e+005, +2.21347603186e+001, -3.28490733865e+002
+1.69202396000e+005, +2.22640676399e+001, -3.27659817511e+002
+1.69422443000e+005, +2.24735620253e+001, -3.26864112151e+002
+1.69642776000e+005, +2.26427314681e+001, -3.26149039716e+002
+1.69863396000e+005, +2.28022681229e+001, -3.25405507523e+002
+1.70084303000e+005, +2.29558292956e+001, -3.24670810485e+002
+1.70305497000e+005, +2.30965459309e+001, -3.23936023520e+002
+1.70526978000e+005, +2.32853070072e+001, -3.23111872383e+002
+1.70748748000e+005, +2.35455809319e+001, -3.22360297981e+002
+1.70970806000e+005, +2.37924957531e+001, -3.21598260196e+002
+1.71193153000e+005, +2.40137969615e+001, -3.20868300142e+002
+1.71415789000e+005, +2.42897461148e+001, -3.20178069661e+002
+1.71638714000e+005, +2.45455706128e+001, -3.19465195996e+002
+1.71861930000e+005, +2.48119506189e+001, -3.18768009492e+002
+1.72085436000e+005, +2.51105479658e+001, -3.18127751925e+002
+1.72309232000e+005, +2.53302022571e+001, -3.17484769398e+002
+1.72533319000e+005, +2.56135463172e+001, -3.16845024393e+002
+1.72757698000e+005, +2.58280485880e+001, -3.16263394259e+002
+1.72982369000e+005, +2.60238904011e+001, -3.15570582506e+002
+1.73207332000e+005, +2.63438068120e+001, -3.14830613524e+002
+1.73432587000e+005, +2.67310328654e+001, -3.14266807881e+002
+1.73658136000e+005, +2.70154487096e+001, -3.13805714645e+002
+1.73883977000e+005, +2.71666230058e+001, -3.13333645017e+002
+1.74110113000e+005, +2.73385053314e+001, -3.12748221120e+002
+1.74336542000e+005, +2.77373511902e+001, -3.12174242147e+002
+1.74563266000e+005, +2.81516226407e+001, -3.11910743108e+002
+1.74790285000e+005, +2.82419968875e+001, -3.11847296645e+002
+1.75017599000e+005, +2.80613869694e+001, -3.11645338355e+002
+1.75245209000e+005, +2.78939548244e+001, -3.11127687394e+002
+1.75473114000e+005, +2.79159252970e+001, -3.10592274911e+002
+1.75701316000e+005, +2.79130134896e+001, -3.10157006812e+002
+1.75929815000e+005, +2.78753650087e+001, -3.09631437773e+002
+1.76158611000e+005, +2.79686506722e+001, -3.09156962298e+002
+1.76387705000e+005, +2.80347546283e+001, -3.08824593879e+002
+1.76617096000e+005, +2.78944386127e+001, -3.08659000568e+002
+1.76846786000e+005, +2.74683421081e+001, -3.08349669665e+002
+1.77076775000e+005, +2.70490923940e+001, -3.07697472920e+002
+1.77307062000e+005, +2.67714738361e+001, -3.06935250336e+002
+1.77537649000e+005, +2.66652180663e+001, -3.06226554808e+002
+1.77768536000e+005, +2.65388291196e+001, -3.05631717823e+002
+1.77999723000e+005, +2.62692752568e+001, -3.05047491247e+002
+1.78231211000e+005, +2.59315309292e+001, -3.04300003597e+002
+1.78463000000e+005, +2.57261863696e+001, -3.03400791153e+002
+1.78695091000e+005, +2.55756300336e+001, -3.02480193344e+002
+1.78927483000e+005, +2.55581843992e+001, -3.01580058836e+002
+1.79160177000e+005, +2.56131067812e+001, -3.00742159721e+002
+1.79393174000e+005, +2.56493503681e+001, -3.00021846292e+002
+1.79626475000e+005, +2.55364341829e+001, -2.99376013510e+002
+1.79860078000e+005, +2.52390357297e+001, -2.98671991423e+002
+1.80093985000e+005, +2.49267227170e+001, -2.97717854924e+002
+1.80328197000e+005, +2.47931432593e+001, -2.96607767645e+002
+1.80562713000e+005, +2.47628064609e+001, -2.95486220513e+002
+1.80797534000e+005, +2.48988527340e+001, -2.94329382204e+002
+1.81032660000e+005, +2.51649838152e+001, -2.93346828492e+002
+1.81268093000e+005, +2.53525921384e+001, -2.92538199378e+002
+1.81503831000e+005, +2.54043637278e+001, -2.91702698014e+002
+1.81739876000e+005, +2.54428459670e+001, -2.90767612351e+002
+1.81976228000e+005, +2.55814270793e+001, -2.89795611555e+002
+1.82212887000e+005, +2.57973414169e+001, -2.88851138764e+002
+1.82449854000e+005, +2.59932074883e+001, -2.88030314101e+002
+1.82687130000e+005, +2.61112337645e+001, -2.87219004225e+002
+1.82924714000e+005, +2.61558348931e+001, -2.86360754040e+002
+1.83162606000e+005, +2.62539075168e+001, -2.85421162071e+002
+1.83400809000e+005, +2.64824574610e+001, -2.84404765444e+002
+1.83639321000e+005, +2.68791385285e+001, -2.83552151052e+002
+1.83878143000e+005, +2.71985199750e+001, -2.82866674283e+002
+1.84117276000e+005, +2.74575218540e+001, -2.82206317448e+002
+1.84356719000e+005, +2.76432873591e+001, -2.81547863880e+002
+1.84596474000e+005, +2.78320643028e+001, -2.80861378308e+002
+1.84836541000e+005, +2.80198529394e+001, -2.80335095709e+002
+1.85076921000e+005, +2.80231567126e+001, -2.79816188884e+002
+1.85317612000e+005, +2.79432671976e+001, -2.79191643577e+002
+1.85558617000e+005, +2.78436560735e+001, -2.78514336060e+002
+1.85799935000e+005, +2.77673375880e+001, -2.77811325513e+002
+1.86041567000e+005, +2.76065383726e+001, -2.77170968092e+002
+1.86283514000e+005, +2.73282389822e+001, -2.76478568433e+002
+1.86525775000e+005, +2.69513552463e+001, -2.75638587686e+002
+1.86768351000e+005, +2.65580944301e+001, -2.74655751807e+002
+1.87011242000e+005, +2.61986419385e+001, -2.73411281608e+002
+1.87254449000e+005, +2.59982163647e+001, -2.72021613116e+002
+1.87497973000e+005, +2.60103769649e+001, -2.70603167240e+002
+1.87741813000e+005, +2.60691422638e+001, -2.69564203428e+002
+1.87985971000e+005, +2.54237044553e+001, -2.68511322944e+002
+1.88230446000e+005, +2.54288939147e+001, -2.66980542838e+002
+1.88475239000e+005, +2.55341482537e+001, -2.65453964896e+002
+1.88720350000e+005, +2.57687625902e+001, -2.63911610733e+002
+1.88965780000e+005, +2.61165450037e+001, -2.62336334075e+002
+1.89211529000e+005, +2.65976615740e+001, -2.60772296968e+002
+1.89457598000e+005, +2.71871746853e+001, -2.59261418708e+002
+1.89703987000e+005, +2.78621350465e+001, -2.57827599961e+002
+1.89950696000e+005, +2.86106137958e+001, -2.56526227787e+002
+1.90197726000e+005, +2.93180332424e+001, -2.55209804958e+002
+1.90445078000e+005, +3.00267031607e+001, -2.53880579631e+002
+1.90692751000e+005, +3.08159811390e+001, -2.52529248478e+002
+1.90940746000e+005, +3.17640321405e+001, -2.51175150922e+002
+1.91189064000e+005, +3.28932468392e+001, -2.49951970427e+002
+1.91437704000e+005, +3.40891950548e+001, -2.48879479586e+002
+1.91686668000e+005, +3.53093610967e+001, -2.47983932038e+002
+1.91935956000e+005, +3.65767988510e+001, -2.47240386537e+002
+1.92185568000e+005, +3.78712535556e+001, -2.46691435543e+002
+1.92435504000e+005, +3.89601772905e+001, -2.46354224596e+002
+1.92685766000e+005, +3.98789648598e+001, -2.46020037985e+002
+1.92936353000e+005, +4.07202216304e+001, -2.45781123587e+002
+1.93187266000e+005, +4.13187231268e+001, -2.45686131508e+002
+1.93438505000e+005, +4.16151498105e+001, -2.45532116073e+002
+1.93690071000e+005, +4.17666373877e+001, -2.45161544380e+002
+1.93941964000e+005, +4.18592949550e+001, -2.44624074905e+002
+1.94194185000e+005, +4.19667540891e+001, -2.43940942836e+002
+1.94446734000e+005, +4.21383239793e+001, -2.43181319567e+002
+1.94699611000e+005, +4.22688111893e+001, -2.42413469851e+002
+1.94952817000e+005, +4.23032953937e+001, -2.41524624718e+002
+1.95206352000e+005, +4.23409783583e+001, -2.40461706512e+002
+1.95460217000e+005, +4.24041800949e+001, -2.39248629721e+002
+1.95714412000e+005, +4.25909017899e+001, -2.37928008196e+002
+1.95968938000e+005, +4.28611977388e+001, -2.36420827387e+002
+1.96223795000e+005, +4.34009735877e+001, -2.34773268769e+002
+1.96478983000e+005, +4.41971965865e+001, -2.33332259911e+002
+1.96734503000e+005, +4.49051479417e+001, -2.32109043364e+002
+1.96990356000e+005, +4.53781324873e+001, -2.30730933857e+002
+1.97246541000e+005, +4.59526377616e+001, -2.29112388215e+002
+1.97503059000e+005, +4.66214111222e+001, -2.27356422338e+002
+1.97759911000e+005, +4.76101131870e+001, -2.25265125963e+002
+1.98017097000e+005, +4.91541420307e+001, -2.23200326619e+002
+1.98274617000e+005, +5.11026528761e+001, -2.21467179069e+002
+1.98532473000e+005, +5.31130220955e+001, -2.19980405139e+002
+1.98790663000e+005, +5.55015709675e+001, -2.18887388606e+002
+1.99049190000e+005, +5.79366180978e+001, -2.18984868894e+002
+1.99308053000e+005, +5.82198416928e+001, -2.19482156699e+002
+1.99567252000e+005, +5.89963006150e+001, -2.16919385382e+002
+1.99826788000e+005, +6.14013847664e+001, -2.16474302959e+002
+2.00086662000e+005, +6.24538905813e+001, -2.15192803130e+002
+2.00346874000e+005, +6.46539737438e+001, -2.13951343171e+002
+2.00607424000e+005, +6.64736233262e+001, -2.12906531537e+002
+2.00868313000e+005, +6.85264333396e+001, -2.11773175241e+002
+2.01129542000e+005, +7.07860726844e+001, -2.09676920309e+002
+2.01391110000e+005, +7.54058345395e+001, -2.09709787594e+002
+2.01653018000e+005, +7.54914813552e+001, -2.09333910881e+002
+2.01915267000e+005, +8.16671180597e+001, -2.06047707051e+002
+2.02177857000e+005, +8.59665088004e+001, -2.08565548840e+002
+2.02440789000e+005, +8.89962519689e+001, -2.10011793658e+002
+2.02704062000e+005, +9.23849516572e+001, -2.11144406421e+002
+2.02967678000e+005, +9.62264876605e+001, -2.13545203481e+002
+2.03231637000e+005, +9.87075507281e+001, -2.17342198985e+002
+2.03495938000e+005, +9.91628603174e+001, -2.20575088515e+002
+2.03760584000e+005, +9.95523791708e+001, -2.21981434751e+002
+2.04025574000e+005, +1.01282698784e+002, -2.22825029689e+002
+2.04290908000e+005, +1.04262210987e+002, -2.24702361775e+002
+2.04556588000e+005, +1.06944953731e+002, -2.28572832178e+002
+2.04822613000e+005, +1.07549990829e+002, -2.33444670438e+002
+2.05088984000e+005, +1.06825399385e+002, -2.36864945741e+002
+2.05355701000e+005, +1.06642996020e+002, -2.39857543694e+002
+2.05622765000e+005, +1.06254944967e+002, -2.43126846353e+002
+2.05890177000e+005, +1.05790185282e+002, -2.46987699227e+002
+2.06157936000e+005, +1.03904565999e+002, -2.51533933111e+002
+2.06426044000e+005, +1.00247056002e+002, -2.55656266137e+002
+2.06694500000e+005, +9.49349111746e+001, -2.58288376785e+002
+2.06963305000e+005, +8.88634029771e+001, -2.58211553438e+002
+2.07232460000e+005, +8.48494042279e+001, -2.55395357472e+002
+2.07501965000e+005, +8.36824353446e+001, -2.53015189650e+002
+2.07771821000e+005, +8.27248995965e+001, -2.52053633497e+002
+2.08042027000e+005, +8.14330784411e+001, -2.51052412121e+002
+2.08312585000e+005, +8.05622462849e+001, -2.49771309069e+002
+2.08583495000e+005, +8.00438193937e+001, -2.48824122898e+002
+2.08854756000e+005, +7.96581485279e+001, -2.47730039767e+002
+2.09126371000e+005, +7.99720194137e+001, -2.46683357372e+002
+2.09398339000e+005, +8.10234403686e+001, -2.46785953907e+002
+2.09670661000e+005, +8.07389983570e+001, -2.48104330965e+002
+2.09943337000e+005, +7.91887208189e+001, -2.48480598843e+002
+2.10216367000e+005, +7.78602408938e+001, -2.47974607757e+002
+2.10489753000e+005, +7.73134516424e+001, -2.47352771781e+002
+2.10763494000e+005, +7.69080932645e+001, -2.47424802915e+002
+2.11037591000e+005, +7.57348907569e+001, -2.47572899603e+002
+2.11312044000e+005, +7.42470487226e+001, -2.47222223339e+002
+2.11586855000e+005, +7.28116665713e+001, -2.46500604280e+002
+2.11862023000e+005, +7.14925154172e+001, -2.45386396055e+002
+2.12137548000e+005, +7.07029952499e+001, -2.43805995453e+002
+2.12413432000e+005, +7.07713237276e+001, -2.42656511949e+002
+2.12689675000e+005, +7.05018511000e+001, -2.42352451353e+002
+2.12966277000e+005, +6.96010474235e+001, -2.41725701937e+002
+2.13243239000e+005, +6.90462365629e+001, -2.40849587322e+002
+2.13520561000e+005, +6.85482923932e+001, -2.40041251241e+002
+2.13798243000e+005, +6.82259012628e+001, -2.39281723613e+002
+2.14076287000e+005, +6.77243262331e+001, -2.38930400918e+002
+2.14354693000e+005, +6.66153314246e+001, -2.38139742275e+002
+2.14633460000e+005, +6.56839123698e+001, -2.36787778801e+002
+2.14912590000e+005, +6.51182178437e+001, -2.35205497564e+002
+2.15192083000e+005, +6.50730336083e+001, -2.33776757852e+002
+2.15471939000e+005, +6.48743859168e+001, -2.32938393783e+002
+2.15752160000e+005, +6.40931581444e+001, -2.31550182943e+002
+2.16032744000e+005, +6.41476915717e+001, -2.29564506608e+002
+2.16313694000e+005, +6.48176516019e+001, -2.28326852210e+002
+2.16595009000e+005, +6.50066288525e+001, -2.27503148730e+002
+2.16876690000e+005, +6.51043955764e+001, -2.26450649474e+002
+2.17158737000e+005, +6.55087847893e+001, -2.25533717986e+002
+2.17441151000e+005, +6.59977696217e+001, -2.25354952747e+002
+2.17723933000e+005, +6.55211340858e+001, -2.25719272060e+002
+2.18007082000e+005, +6.40212939762e+001, -2.25408441080e+002
+2.18290599000e+005, +6.25769666927e+001, -2.23957041312e+002
+2.18574485000e+005, +6.15597391638e+001, -2.22025603599e+002
+2.18858740000e+005, +6.09820862791e+001, -2.19573957140e+002
+2.19143365000e+005, +6.14614821707e+001, -2.16907098498e+002
+2.19428360000e+005, +6.28528659664e+001, -2.15479817167e+002
+2.19713726000e+005, +6.33708343947e+001, -2.15146073688e+002
+2.19999463000e+005, +6.29016445555e+001, -2.14731740163e+002
+2.20285571000e+005, +6.17873359217e+001, -2.13522145289e+002
+2.20572052000e+005, +6.10619099591e+001, -2.11609445942e+002
+2.20858905000e+005, +6.03564026383e+001, -2.09567535563e+002
+2.21146131000e+005, +6.00340127182e+001, -2.06528134892e+002
+2.21433730000e+005, +6.08500556713e+001, -2.03633842698e+002
+2.21721704000e+005, +6.18024685446e+001, -2.00932602660e+002
+2.22010052000e+005, +6.34995232528e+001, -1.98115770212e+002
+2.22298775000e+005, +6.58704464029e+001, -1.96102050583e+002
+2.22587874000e+005, +6.80879489388e+001, -1.95085327940e+002
+2.22877349000e+005, +6.97807173577e+001, -1.94412040089e+002
+2.23167200000e+005, +7.12479936277e+001, -1.93778936751e+002
+2.23457428000e+005, +7.26093554286e+001, -1.93266478139e+002
+2.23748033000e+005, +7.36858691651e+001, -1.92942589047e+002
+2.24039016000e+005, +7.43714290602e+001, -1.92622227819e+002
+2.24330378000e+005, +7.49810057426e+001, -1.91829232752e+002
+2.24622119000e+005, +7.57614132606e+001, -1.91262105150e+002
+2.24914239000e+005, +7.60523657446e+001, -1.90762873534e+002
+2.25206739000e+005, +7.60227512694e+001, -1.89932234816e+002
+2.25499620000e+005, +7.58578245163e+001, -1.88734635709e+002
+2.25792881000e+005, +7.58282911718e+001, -1.86774309978e+002
+2.26086524000e+005, +7.69896334108e+001, -1.84441563755e+002
+2.26380548000e+005, +7.90704563180e+001, -1.83392980383e+002
+2.26674955000e+005, +8.01410293892e+001, -1.83733469020e+002
+2.26969745000e+005, +7.98337157777e+001, -1.83628450919e+002
+2.27264918000e+005, +7.94880699782e+001, -1.82501075623e+002
+2.27560475000e+005, +7.94058368379e+001, -1.80910761092e+002
+2.27856417000e+005, +7.94119729737e+001, -1.79183166185e+002
+2.28152743000e+005, +7.93709622503e+001, -1.77068079592e+002
+2.28449455000e+005, +7.97258792584e+001, -1.74288851818e+002
+2.28746552000e+005, +8.10987304114e+001, -1.71312987003e+002
+2.29044036000e+005, +8.28426242136e+001, -1.69327563582e+002
+2.29341907000e+005, +8.39233874210e+001, -1.67589416586e+002
+2.29640165000e+005, +8.48788667354e+001, -1.65406252687e+002
+2.29938812000e+005, +8.63222316424e+001, -1.62744914830e+002
+2.30237846000e+005, +8.84039045921e+001, -1.60494636203e+002
+2.30537269000e+005, +9.01291473441e+001, -1.58839141338e+002
+2.30837082000e+005, +9.13996859664e+001, -1.56924786771e+002
+2.31137285000e+005, +9.29494442718e+001, -1.54394049688e+002
+2.31437878000e+005, +9.53038457123e+001, -1.51853229118e+002
+2.31738862000e+005, +9.78594782964e+001, -1.49909874996e+002
+2.32040237000e+005, +9.97688179903e+001, -1.48276781492e+002
+2.32342005000e+005, +1.01224294515e+002, -1.45635235802e+002
+2.32644165000e+005, +1.03840484096e+002, -1.42014131046e+002
+2.32946717000e+005, +1.07630414159e+002, -1.38937966320e+002
+2.33249664000e+005, +1.11262749875e+002, -1.36585541789e+002
+2.33553004000e+005, +1.14505597312e+002, -1.34073198087e+002
+2.33856738000e+005, +1.17585441431e+002, -1.30694233500e+002
+2.34160868000e+005, +1.21706501990e+002, -1.25827263137e+002
+2.34465393000e+005, +1.28146853297e+002, -1.20402796696e+002
+2.34770315000e+005, +1.36793703403e+002, -1.15861422930e+002
+2.35075633000e+005, +1.46631848589e+002, -1.13159078700e+002
+2.35381347000e+005, +1.57129422528e+002, -1.12098603731e+002
+2.35687460000e+005, +1.67996606785e+002, -1.12685847733e+002
+2.35993970000e+005, +1.79052449672e+002, -1.14608426780e+002
+2.36300880000e+005, +1.90723186279e+002, -1.18072463894e+002
+2.36608188000e+005, +2.02985141961e+002, -1.24023146578e+002
+2.36915896000e+005, +2.14367261348e+002, -1.33591844196e+002
+2.37224004000e+005, +2.22787654466e+002, -1.46094380929e+002
+2.37532513000e+005, +2.27757756206e+002, -1.59669457038e+002
+2.37841423000e+005, +2.29669776407e+002, -1.73854516607e+002
+2.38150735000e+005, +2.27186840755e+002, -1.87787883986e+002
+2.38460449000e+005, +2.21288046991e+002, -1.98760877453e+002
+2.38770566000e+005, +2.14779964293e+002, -2.06312681301e+002
+2.39081086000e+005, +2.09225585749e+002, -2.12063152040e+002
+2.39392010000e+005, +2.03499374170e+002, -2.16620710015e+002
+2.39703338000e+005, +1.98331741713e+002, -2.19663648341e+002
+2.40015071000e+005, +1.94297716493e+002, -2.22668116189e+002
+2.40327210000e+005, +1.89087412066e+002, -2.25767100067e+002
+2.40639754000e+005, +1.82707414888e+002, -2.26493627929e+002
+2.40952705000e+005, +1.79300571672e+002, -2.26116263275e+002
+2.41266063000e+005, +1.77888218967e+002, -2.27893141591e+002
+2.41579829000e+005, +1.75076997721e+002, -2.31648924008e+002
+2.41894003000e+005, +1.69948897583e+002, -2.34289812316e+002
+2.42208585000e+005, +1.63908978216e+002, -2.34361497987e+002
+2.42523576000e+005, +1.58901401395e+002, -2.32527465860e+002
+2.42838977000e+005, +1.55394502134e+002, -2.30095289169e+002
+2.43154788000e+005, +1.52830334256e+002, -2.28458372038e+002
+2.43471010000e+005, +1.49683312985e+002, -2.27067679270e+002
+2.43787643000e+005, +1.46267991131e+002, -2.24939058758e+002
+2.44104688000e+005, +1.42941106874e+002, -2.21803417972e+002
+2.44422145000e+005, +1.40307948691e+002, -2.17710418317e+002
+2.44740015000e+005, +1.38499792255e+002, -2.13020249205e+002
+2.45058298000e+005, +1.37822462727e+002, -2.07684110521e+002
+2.45376995000e+005, +1.38316874543e+002, -2.02524630688e+002
+2.45696107000e+005, +1.39476124922e+002, -1.97721521756e+002
+2.46015634000e+005, +1.41028386124e+002, -1.93055922915e+002
+2.46335576000e+005, +1.43136766595e+002, -1.88022143047e+002
+2.46655935000e+005, +1.46515170804e+002, -1.83092421250e+002
+2.46976710000e+005, +1.50644524209e+002, -1.79126654465e+002
+2.47297902000e+005, +1.54775071146e+002, -1.75630165196e+002
+2.47619512000e+005, +1.59427773118e+002, -1.72425079421e+002
+2.47941540000e+005, +1.63853349914e+002, -1.69305863505e+002
+2.48263987000e+005, +1.69068390017e+002, -1.64625702447e+002
+2.48586853000e+005, +1.77297781808e+002, -1.59727060420e+002
+2.48910139000e+005, +1.86972676236e+002, -1.56755587833e+002
+2.49233846000e+005, +1.98235967908e+002, -1.54720097681e+002
+2.49557974000e+005, +2.11658360037e+002, -1.54642830259e+002
+2.49882523000e+005, +2.26520996378e+002, -1.58522293320e+002
+2.50207494000e+005, +2.40524010453e+002, -1.67445164507e+002
+2.50532888000e+005, +2.51155197890e+002, -1.80591773622e+002
+2.50858705000e+005, +2.56390472941e+002, -1.95763202822e+002
+2.51184945000e+005, +2.56404010628e+002, -2.09025410594e+002
+2.51511610000e+005, +2.54297711454e+002, -2.18732503593e+002
+2.51838700000e+005, +2.52175024966e+002, -2.24993984275e+002
+2.52166215000e+005, +2.52558415783e+002, -2.28262790155e+002
+2.52494157000e+005, +2.57841246427e+002, -2.31217279258e+002
+2.52822524000e+005, +2.65965872223e+002, -2.39429571516e+002
+2.53151319000e+005, +2.70822853144e+002, -2.52176309555e+002
+2.53480541000e+005, +2.71742971824e+002, -2.65249383788e+002
+2.53810191000e+005, +2.71808951393e+002, -2.77490190317e+002
+2.54140271000e+005, +2.70403062975e+002, -2.91203003009e+002
+2.54470779000e+005, +2.65759698456e+002, -3.04825210069e+002
+2.54801717000e+005, +2.59836490048e+002, -3.17020199283e+002
+2.55133086000e+005, +2.52274781970e+002, -3.29837030630e+002
+2.55464885000e+005, +2.41355058173e+002, -3.41273985161e+002
+2.55797116000e+005, +2.28224777221e+002, -3.49481332155e+002
+2.56129779000e+005, +2.15614932785e+002, -3.54347608564e+002
+2.56462875000e+005, +2.03747854142e+002, -3.58702429242e+002
+2.56796404000e+005, +1.90171649087e+002, -3.61532495698e+002
